A.M.|[]|n.午前，上午|0|0
AIDS |[eɪdz]|n.艾滋病|0|0
Africa|[ˈæfrɪkə]|*n.非洲|0|0
African |[ˈæfrɪkən]|a.非洲的，非洲人的n.非洲人|0|0
American |[əˈmerɪkən]|a.美国的；美国人的n.美国人|0|0
America |[əˈmerɪkə]|*n.美国；美洲|0|0
Anchor|['æŋkə]|n.锚，抛锚|0|0
Antarctic|[ænˈtɑːktɪk]|a.南极的|0|0
Antarctica |[æn'tɑːktɪkə]|*n.南极洲|0|0
April |[ˈeɪpr(ə)l]|n.4月|0|0
Arabic |[ˈærəbɪk]|a.阿拉伯语的n.阿拉伯语|0|0
Arab |[ˈærəb]|*a.阿拉伯的n.阿拉伯人|0|0
Arctic |[ˈɑːktɪk]|a.北极的|0|0
Asian |[ˈeɪʃ(ə)n,ˈeɪʒ(ə)n]|a.亚洲（人）的n.亚洲人|0|0
Asia |[ˈeɪʃə]|*n.亚洲|0|0
Atlantic |[ətˈlæntɪk]|a.大西洋的|0|0
August |[ˈɔːɡəst]|n.8月|0|0
Australian |[ɔˈstreɪlɪən]|a.澳洲的，澳大利亚人的n.澳大利亚人|0|0
Australia |[ɔˈstreɪljə]|*n.澳洲；澳大利亚|0|0
BC|[ˌbiːˈsiː]|n.公元前|0|0
Baby |[ˈbeɪbɪ]|n.婴儿|0|0
Belgium |[ˈbeldʒəm]|*n.比利时|0|0
Britain |[ˈbrɪtən]|*n.英国；不列颠|0|0
British |[ˈbrɪtɪʃ]|a.英国的；大不列颠的；英国人的|0|0
Buddhism |[ˈbʊdɪz(ə)m]|n.佛教|0|0
Buddhist |['bʊdɪst]|n.佛教徒|0|0
CD |[ˌsiː'diː]| 光盘(compactdisk的缩写)|0|0
CDROM |[ˌsiː'diː-rɔm,rəʊm]| 信息储存光盘(compactdiskreadonlymemory的缩写)|0|0
Canada |[ˈkænədə]|*n.加拿大|0|0
Canadian |[kəˈneɪdɪən]|a.加拿大的；加拿大人的n.加拿大人|0|0
Cheerup |[tʃɪə(r)-ʌp]|振作起来！提起精神！|0|0
China |[ˈtʃaɪnə]|*n.中国|0|0
Chinese |[tʃaɪˈniːz]|a.中国的；中国人的；中国话的，汉语的n.中国人；中国话，汉语，中文|0|0
Christian |[ˈkrɪstɪən]|n.基督教徒和天主教徒的总称|0|0
ChristmasEve |[ˈkrɪsməsiːv]|圣诞（前）夜|0|0
Christmascard |[ˈkrɪsməskɑːd]|圣诞卡|0|0
Christmastree |[ˈkrɪsməstriː]|圣诞树|0|0
Christmas |[ˈkrɪsməs]|n.圣诞节（12月25日）|0|0
DVD|['diː'viː'diː]|数码影碟(digitalversatiledisk)|0|0
December |[dɪˈsembə(r)]|n.12月|0|0
Dr(缩)“＝”Doctor|[]|n.医生，大夫；博士|0|0
Dynamic|[daɪˈnæmɪk]|a.充满活力,精力充沛的|0|0
Dynasty|[ˈdɪnəstɪ;(US)ˈdaɪnəstɪ]|n.王朝，朝代|0|0
Easter |[ˈiːstə(r)]|n.复活节|0|0
Egypt|[ˈiːdʒɪpt]|n.埃及|0|0
Egyptian |[ɪˈdʒɪpʃ(ə)n]|a.埃及的；埃及人的；埃及语的n.埃及人|0|0
England|[ˈɪŋɡlənd]|n.英格兰|0|0
English|[ˈɪŋɡlɪʃ]|a.英国的，英国人的，英语的n.英语|0|0
English-speaking|[ˈɪŋɡlɪʃ-spiːk]|a.说英语的|0|0
Europe*|[ˈjʊərəp]|n.欧洲|0|0
European|[jʊərəˈpiːən]|a.欧洲的，欧洲人的n.欧洲人|0|0
February |['febrʊəri]|n.2月|0|0
France*|[fræns]|n.法国|0|0
French|[frentʃ]|n.法语a法国的；法国人的；法语的|0|0
Frenchman|[ˈfrentʃmən]|(复Frenchmen)n.法国人（男）|0|0
Friday|[ˈfraɪdɪ]|n.星期五|0|0
Germany |[ˈdʒɜːmənɪ]|*n.德国|0|0
German |[ˈdʒɜːmən]|a.德国的，德国人的，德语的n.德国人，德语|0|0
Greece|[ɡriːs]|*n.希腊|0|0
Greek|[ɡriːk]|a./n.希腊的，希腊人的，希腊语的;希腊人，希腊语|0|0
HongKong|[hɔŋkɔŋ]|*n.香港|0|0
I|[aɪ]|pron.我|0|0
Iceland|[ˈaɪslənd]|*n.冰岛|0|0
India|[ˈɪndɪə]|*n.印度|0|0
Indian|[ˈɪndɪən]|a.（美洲）印地安人的；印度人的n.印地安人；印度人|0|0
Indicate|['ɪndɪkeɪt]|v.表明，象征，暗示|0|0
Ireland|[ˈaɪələnd]|*n.爱尔兰|0|0
Irish|[ˈaɪərɪʃ]|a.爱尔兰的，爱尔兰人的|0|0
Italian|[ɪˈtæljən]|a.意大利(人)的；意大利语的n.意大利人；意大利语|0|0
Italy|[ˈɪtəlɪ]|*n.意大利|0|0
January|[ˈdʒænjʊərɪ;(US)ˈdʒænjʊerɪ]|n.1月|0|0
Japan|[dʒæˈpæn]|*n.日本|0|0
Japanese|[dʒæpəˈniːz]|a.日本的，日本人的，日语的n.日本人，日语|0|0
July|[dʒʊˈlaɪ]|n.7月|0|0
June|[dʒuːn]|n.6月|0|0
London|[ˈlʌnd(ə)n]|n.伦敦|0|0
Lost|[lɔst]|失物招领处|0|0
March|[mɑːtʃ]|n.3月|0|0
May|[meɪ]|n.5月|0|0
Mexican|[ˈmeksɪkən]|a.墨西哥的|0|0
Mexico|[ˈmeksɪkəʊ]|*n.墨西哥|0|0
MiddleEast|[ˈmɪd(ə)liːst]|n.中东|0|0
Miss.|[mɪs]|n.小姐,女士(称呼未婚妇女)|0|0
Mom|[mɒm]|n.妈妈|0|0
Monday|[ˈmʌndeɪ,ˈmʌndɪ]|n.星期一|0|0
Moscow|[ˈmɔskəʊ]|n.莫斯科|0|0
